start	end	text
21000	22000	might surprise people about to steal his lavender I from him. He then saw two small beings, one ofwhom, who was turned in his direction, reportedly pointed a tube at him that he took from a sort of bag hanging on his left side. was totally immobilized in place, numbed and paralyzed, Maurice Masse indicated that he I but completely aware ofthe events that were unfolding before his eyes. The two beings. J then got back in their craft. He watched them while they were behind a sort ofdome, and he heard a heavy noise when the object lifted up off the ground. He also remarked that I the tube that was under the object, touching the ground, began to tum, as well as the six ·.A legs, which retracted under the machine. The object then ascended in a vertical direction before tilting diagonally and disappearing more rapidly than a jet. Maurice Masse I remained immobilized in this manner for about 15 minutes before coming to, then resuming his work and going to tell his story in the village, where the gendarmes, having learned ofthe incident, questioned him during the day. I The Valensole gendarmerie force, then the Digne investigations squad, investigated this case for several days. The investigations ofthe gendarmerie established the existence, at the spot indicated by Maurice Masse, ofa depression impressed into the ground, which I had been soaked in that place. In the center ofit was a cylindrical hole 18 cm in diameter and 40 cm deep with smooth walls. At the bottom ofthe hole were three other bent holes I 6 cm in diameter. Along the object's axis offlight, over some one hundred meters, the lavender beds were dried up. This phenomenon lasted for several years, during which time the witness tried in vain to replant the plants within a radius ofseveral meters around the I tracks. Despite a few contrad ictory elements in Maurice Masse's account, the data collected by the two gendarme brigades confirmed the plausibility ofthe facts, particularly the effect on I the environment and on the witness himself, who slept twelve to fifteen hours a night, followed by the paralysis ofwhich he had been a victim, for several months. The investigation into the witness's character did not turn up any specific information that I would permit one to suspect him ofmythomaniac behavior or ofstaging a hoax. 4.2 Cussac, Cantal (Department] (August 29, 1967) I GEPAN/SEP RA investigation The Cussac incident has occupied a special place among the UFO cases, since a second I inquiry was conducted in 1978, as an example, at the request ofthe GEP AN scientific council. On August 29, 1967, at around 10:30 a.m., during a beautiful sunny
22000	23000	"morning on the high plateaus in the center ofFrance, two young children were watching the family's I herd. The dog that accompanied them alerted them that a cow was getting ready to jump I over the low wall ofthe enclosure. The boy, who was 13 years old at the time, got up to I make the cow come back, when he spotted four children whom he did not recognize on the other side ofthe road. Surprised by what he saw, he called his sister, when he noticed an extremely bright sphere back behind the unknown children. They then realized that these were not children but I small black beings whose height did not exceed 1.20 m. Two ofthem were standing next to the sphere, another was kneeling before it, and the fourth, who was standing, held in its I hand a sort ofmirror that blinded the children. The boy tried to call out to them, but the small beings then hurriedly returned to the sphere. The children saw them rise from the ground and penetrate the ball from the top, diving in head first. The sphere took off with I a hissing sound, then rose into the sky describing a continuous spiral movement at high speed. The dog barked, the cows started to moo, and a very strong odor ofsulfur filled the air. The second inquiry began in 1978 with a team ofinvestigators from GEP AN and I qualified outside advisors, one ofwhom was a former examining magistrate. The highlights ofthis second inquiry did not have to do with the facts or the account, but with new elements such as secondary witnesses found at the site who provided I supplemental information and strengthened the credibility ofthe case. In particular, a gendarme who arrived on the scene immediately following the incident found tracks on the ground at the place indicated by the children and noted the very strong odor ofsulfur. I Likewise, another witness also came forward who admitted being in a granary close to the site and clearly remembered a hissing sound very different from that ofa helicopter ofthe time. I The reconstruction at the site in the presence ofthe two main witnesses confirmed both the descriptive accounts and the circumstances that followed the sighting. At the time the children gave offa strong odor ofsulfur, but, above all, they suffered from physiological I disorders, and their eyes ran for several days. These facts were certified by the family doctor and confirmed by their father, who was mayor ofthe village at the time. In the conclusion ofthis_, second inquirythe judge gave his opinion on the witnesses and their I testimony: ""There is noflaw or inconsistency in these various elements that permit"
23000	24000	"us to doubt the sincerity ofthe witnesses or to reasonably suspect an invention, hoax, or hallucination. Under these circumstances, despite the young age ofthe principal I witnesses, and as extraordinary as the facts that they have related seem to be, I think I that they actually observed them. "" 4.3 Trans-en-Provence, Var [Department] (January 8, 1981) I In Trans-en-Provence on January 8, 198 1, at around 5: 00 p. m., a man who was building a small shed for a water pump in his garden reportedly was witness to what is I perhaps one ofthe most unusual cases ever observed and studied in France. A reflection ofthe sun on something moving in the sky supposedly attracted his attention, allowing him to observe the descent, then the abrupt landing on a platform ofearth located below his I house, ofa silent metal object. The object, which was ovoid in shape, did not exhibit any apparent projections, wings, control surfaces, or engine that would permit one to liken it to some type ofaircraft. The object rested on the platform ofearth for a few short I seconds, still without emitting any noise, then it took off and disappeared at high speed in the azure blue sky. The account could stop at this simple visual sighting if there hadn't I been visible mechanical tracks and imprints in the shape ofa crown, which pushed the case into the domain ofthe unexplained. The gendarmerie and then GEPAN conducted an in-depth investigation including I numerous interviews with the witness and his neighbors. The expert's appraisals ofthe ground - the talcing ofsoil and plant samples followed by analyses - showed unequivocally that it really was a case ofan unidentified heavy metal object that had actually landed on I the platform ofearth. The analyses of plant samples taken at the site indicated that they were not dealing with any type of [known] aircraft, or even a helicopter or military drone, which were hypotheses that were considered and analyzed. I The vegetation at the landing site - a sort ofwild alfalfa - had been profoundly marked and affected by an external agent that considerably altered the photosynthesis apparatus. ll, as well as certain amino acids ofthe plants, exhibited significant In fact, the chlorophy I variations in concentrat ion, variations which decreased with the distance [ ofthe plants] from the center ofthe mechanical track. These effects disappeared completely two years ater, thus revealing a specific and particular type oftraum·a. According to Professor l I Michel Bounias ofthe ecology and plant toxicology laboratory oflNRA [National Institute for Agronomic Research] who performed the analyses, the cause ofthe profound disturbances suffered by the vegetation present in that ecosystem could likely be a I powerful pulsed"
24000	25000	"electromagnetic field in the high frequency (microwave) range. Studies and research are still being conducted in regard to this case and numerous leads have been explored. None ofthese leads has-been able to satisfy all ofthe conditions that would I enable the object that landed in Trans-en-Provence on January 8, 1981, to be identified with certainty, and this is all the more true with respect to the detennination ofits origin. I­ 4.4 Nancy, Meurthe-et-Moselle [Department], the so-called ""Amaranth"" Case (October 21, 1982) I The ""Amaranth"" Case concerns the sighting during the day by a witness, a cellular biology researcher, ofan object that hovered above his garden for 20 minutes. The I testimony recorded by the gendarmerie less than 5 hours after the sighting is summarized as follows: I - The witness was in his garden in front of his house at around 12:35 a.m. after work on October 21, 1982; he saw a flying craft, which he first took for an airplane, come from the southeast. He saw a shiny craft. He indicated that there were no clouds, that the sun I was not in his eyes, and that visibility was excellent. The craft's speed ofdescent was not very great, and he thought that it was going to pass over his house. Once he realized that the trajectory ofthe craft was bringing it toward him, he backed up 3 to 4 meters. This I craft, which was oval in shape, stopped approximately one meter from the ground and remained hovering at this height for about 20 minutes. ad looked at his watch, he was absolutely certain - The witness stated that since he h I gth oftime the craft hovered. He described the craft as follows: ovoid in about the len shape, approximately I min diameter, 80 cm thick, the bottom half metallic in appearance like polished beryllium and the upper half the blue-green color of the inner depths ofa I lagoon. The craft did not emit any noise, nor did it seem to emit any heat, cold, radiation, magnetism, or electromagnetism. After 20 minutes, the craft suddenly rose straight up, a trajectory which it maintained until it was out ofsight. The craft' s departure was very I fast, as if it were under the effect of strong suction. The witness indicated, finally, that there were no tracks or marks on the ground and the grass was not charred or flattened, I I but he did remark that when the craft departed, the grass stood straight up, then returned to its normal position. I The interest ofthis sighting, apart from its strangeness, lies in the visible traces left on the vegetation and, namely, on an amaranth bush, the tips of whose"
25000	26000	leaves, which had completely dried up, led one to think that they had been subjected to intense electrical I fields. However, despite short time delays before intervention, the sampling conditions and then the storage ofthe sample did not permit this hypothesis to be verified definitively. I Based on an earlier study on the behavior of plants subjected to electrical fields, it emerged that: - the electrical field, which was what probably caused the blades ofgrass to lift up, had to have exceeded 30 kV/m, I - the effects on the amaranth that were observed were probably due to an electrical I field that had to have far exceeded 200 kV/mat the level of the plant. Chapter 5 - Counterexamples of Phenomena That Have Been Explained The cases reported in the preceding chapters have remained unexplained, despite the richness oftheir data. Such cases are in the minority. Many sightings of aerial phenomena made in France that the witnesses could not understand and reported to the gendarmerie have been explained after a short investigation by the gendarmerie and/or GEPAN/SEP RA: the causes ofthese have been the moon, planets, aircraft, weather balloons, reflections from automobile headlights on clouds; etc., and, very rarely, hoaxes. Sometimes the investigation yielded more unusual explanations. We will give two I examples. 5.1 A Strange Object Crosses a Highway (September 29, 1988) I GEPANISEPRA investigation An auto mechanic driving on the Paris-Lille freeway saw an enormous red ball cross the road a few dozen meters away from him and roll down below the road. Casting - I reflections oflight and enveloped in dense smoke, it finally came to a halt in a field. Troubled by this disturbing observation, the auto mechanic apparently reported it to the highway gendarmes. On the chiefs orders, the gendarmerie then sealed off the freeway I and a zone several kilometers around the object. The principal witness and his family were taken to the hospital, where they underwent a series of examinations. Civilian and military security officers went to the site of the incident, equipped primarily with Geiger counters. I At that time, in fact, they were waiting for the Soviet satellite Cosmos 1900, which was equipped with a nuclear power generator, to fall, and precise instructions had been given. When consulted, CNES very quickly informed them that Cosmos 1900 was overflying_the I Indian Ocean at that very moment. Did the red ball come from space? Advancing with caution, monitoring their nuclear radiation detectors, the security specialists drew near a sphere approximately 1.50 min diameter. Under the bright light from the searchlights, I they saw that it bore no sign of the considerable heat build-up or mechanical effects that atmospheric reentry would have produced. It
26000	27000	appeared to be intact, and small mirrors covered its surface. No smoke or radioactivity were detected near it. I It was later learned that this sphere, which was intended to serve as a decoration at a I Jean-Michel Jarre concert, had fallen from the truck that was carrying it to London. The small mirrors stuck to its polystyrene casing were for reflecting the show' s lighting effects... I 5.2 A Bright Glow in a Village in the Dombes Region (March 10, 1979) I On March 13, 1979, the local [gendarrnerie] force ofa small village in the Dombes region was alerted by an inhabitant who said he had seen an unidentified flying object over I the town during the night of March IO to 11. In the course ofits investigation, the [gendarmerie] force recorded a total offour testimonies, three of which were totally independent ofone another. The first witness, a restaurateur in the village, described the I phenomenon as a bluish and purplish luminous mass slightly oval in shape and around 15 meters in length. The light was so bright that the village square was lit up as ifit were broad day light, to such a degree that the public lighting, which goes on automatically, I went out. Two other witnesses, who were in a car close to the village, reported that this luminous mass preceded their vehicle on the road about 2 m ahead ofthem. They informed the gendarmes that this light went out suddenly after an orange-colored light I appeared on each side ofthe glow. ~ Finally, a fourth witness, a fish farmer, said he had been awakened that night by a dull noise and had seen a bright bluish glow. The next day, all the fish in one ofhis fish I (-------) tanks, catfishes, were found dead. The presence ofa power line hanging over the tank enabled the gendarmes to focus their investigation on phenomena ofan electrical I ongm. GEPAN/SEPRA did the same during the investigation that it conducted on the site a few days later. It discovered very quickJy that the IO-kV power line hanging over the tank I had melted. The information provided by [the French electricity company] EDF enabled them to demonstrate that since this line was some thirty years old, it was very likely that corrosion and oxidation of the aluminum wires had caused a power arc effect in the line, I probably in conjunction with a corona effect. This would explain, on the one hand, the bluish glow and the noise heard by the witness and, on the other hand, the public lighting going out. The glow was, in fact, bright enough to trigger the photoelectric control cell, I I which was located
27000	28000	close to the melted line. Finally, the fish died as a result ofbeing poisoned by drops ofaluminum that fell in the tank for several minutes. I PART2 I The Extent of Our Knowledge I Chapter 6 - Organization of the Research in France I In I 977, the Centre National d'Etudes Spatiales was tasked with the mission ofsetting dy of unidentified aerospace phenomena (UAP): the up a permanent structure for the stu Groupe d'Etudes de Phenomenes Aerospatiaux Non Identifies (GEPAN). This I establishment had within it the skills and resources appropriate to this mission, in particular, engineers and personnel with high-level technical knowledge who were in close touch with scientific circles. A scientific council chaired by Hubert Curien and composed of twelve members who were representative ofthe social and exact sciences guaranteed that this complex and delicate subject would be handled with all the necessary precision. This council had the job ofguiding, organizing, and reviewing the work ofGEPAN annually. I Three phases can be distinguished in the progression ofthe activity connected with the study of UFOs in France, which culminated in 1988 in the creation ofthe Service d'Expertise des Phenomenes de Rentree Atmospherique (SEPRA), which succeeded I GEPAN, still within CNES: - a phase that consisted ofsetting up the organization and defining the procedures for the collection and processing ofdata, which is described in this chapter, I - a phase that consisted ofdefining the scientific method for studying cases, - a phase that consisted ofimplementing the previously defined methods and procedures, the last two of which are discussed in the next chapter. I SEPRA plays a more limited role in the study ofUFOs than does GEPAN, the scientific council ofwhich has ended its mission I 6.1 The Setting Up the Organization Phase GEPAN's first job was to form a partnership among the different public, civilian, and I military agencies with a view to organizing the collection and analysis of reliable data. The Gendarmerie Nationale, the civil and military aviation authorities, the National Weather Service, etc., were approached and brought together in this organization via I agreements and protocols established with GEP AN. The first goal set was the rapid acquisition and provision ofdata collected at the sites I where a phenomenon was sighted. To do this, in accordance with the directives ofthe scientific council, GEP AN was tasked with the mission offorming teams ofspecialized investigators for the collection ofpsychological and physical data, such as, for example, taking samples of tracks in the ground. In parallel to this organization, various civilian and I military research laboratories were asked to participate in expert's appraisals and analyses ofthe data collected in investigations, such as, for example, the processing of I photographic documents and
28000	29000	"radar recordings. 6.2 Participation of the Gendarmerie Nationale I It was in February 1974 that the first instructions were given tasking the Gendannerie Nationale with the job ofcollecting and centralizing spontaneous testimonies on UFOs. Previously, these testimonies had been collected on an occasional basis in the regional I [gendarmerie] forces and rarely gave rise to the drafting of reports or to in-depth investigations (the Valensole case in [ 1965]). The administrative or technical authorities did not process or use these documents. I Beginning in May 1977, one ofthe six copies ofthe report drafted by the regional gendarmerie forces was forwarded to GEPAN, which from then on became the recipient I ofall information collected on UFOs. I 6.2. t Role and Action of the Gendarmerie Nationale Each gendarmerie force possesses a manual, the ""gendarmerie handbook,"" which contains all of the instructions on the procedures to be followed in the collection of data I on unidentified aerospace phenomena. Depending on the degree ofcomplexity ofthe case reported, the level of intervention may range from the simple transcript ofa testimony to I an actual investigation, which may be conducted jointly with the GEP AN/SEPRA departments at the locations ofsightings and often results in an in-depth report. 6.2.2 Use of Data Collected by the Gendarmerie Nationale I Once the information has been collected locally by the gendarmerie, it is forwarded in the form ofa report to the Gendannerie Nationale headquarters in Paris, which issues a I copy ofit to GEP AN/SEPRA. The latter processes it at two different levels: - at the first level, the report is analyzed, then entered into a database, and perhaps is processed statistically for the purpose ofestablishing classifications and typologies of I phenomena, - at the second level, which relates to more complex ""UAP D"" (category D unidentified aerospace phenomena) cases, the investigation in the field generates a set of research I activities with respect to elements for further processing that results in the drafting ofa detailed, in-depth investigation report~ the report may be used for track interpretation studies. I 6.2.3.Assessment and Results of the Cooperation with the Gendarmerie Nationale I Since 1974, over 3,000 gendarmerie reports representing an average ofthree spontaneous testimonies per document have been collected and forwarded to GEP AN/SEPRA. Added to this are some one hundred investigations and interventions in I the field, conducted jointly with the local [gendarmerie] forces. AU ofthese have permitted the characterization of a set of rare, natural and artificial phenomena that have occurred with varying frequency which would not have been able to be identified without I this type of organization. Thanks to this collaboration, it has been possible to study UFO cases like the Trans-en-Provence and ""Amaranth"" cases (see Chapter"
29000	30000	4) under excellent conditions, showing that there was a remnant ofevents the nature ofwhich had yet to be I identified. A volume ofinformation describing the objectives sought by CNES in the study of UFOs was widely disseminated to all ofthe regional [gendarmerie] forces. Supplemental information and training, [ end ofline cut off] direction ofofficers and I lower-level gendarmes, is regularly provided by the Gendarmerie Nationale schools to sensitize the [gendarmerie] force commanders to this subject. I The results ofthis collaboration could be more effective. Regular updating ofthe data I collection procedures would be desirable, as well as shorter time delays before intervention for investigations between the time the local [gendarmerie] force learns of the I case and the time when SEPRA intervenes. This reduction in the intervention time would considerably diminish the loss of information, particularly with respect to effects on the environment. It would also be important for the gendarmerie forces to be routinely I informed ofthe results ofwork and investigat ions carried out by SEPRA. However, the I resources currently available in terms of personnel and budget allocations do not permit a I response with the efficacy desired. I 6.3 Participation ofthe Air Force Just after World War II, the first reports ofFrench aeronautic UFO sightings were collected and archived by the Air Force Chief of Staff's Office ofPlanning and Studies When GEP AN was created, a memorandum ofunderstanding defined the respective roles ofthe two agencies for the processing ofinformation relating to cases of military gs must be reported to the military air I aeronautic sightings. In principle, all UFO sightin [traffic] control center in question, which forwards the information to the Air Operations Center (CCOA) in Tavemy. The latter is responsible, in collaboration with the Air Force I Chief ofStaff's Space Office, for forwarding it to GEPAN/SEPRA. At the same time, all radar information is recorded in the radar control centers and kept for a minimum ofone month and longer on request. This information is made available to investigators if I needed. A protocol established with the Anny defines the conditions for the forwarding of I information collected in flight by pilots ofthe Army Air Corps (ALAT). I 6.4 Participation ofthe Civil Aviation Authority The same type oforganization and procedures is used by the civil aviatiori authority to collect and process the information relating to UFO sightings made by civilian pilots. A I protocol signed between the Civil A via ti on Directorate (DGAC) and CNES permits GEPA.N/SEPRA to have access to UFO sighting reports drafted by national and foreign airlines crews. To this end, a sighting report form prepared jointly by DGAC and I GEPAN/SEPRA is made available to crews at the air [traffic] control centers
30000	31000	"of the civil aviation authority and airlines. In addition, the radio conversations between the crew and the air [traffic] control [center] are rout inely recorded and attached to the detailed sighting I report. There is also a regulation concerning flight incidents that could involve safety. In this case, the flight captain must follow the ""Airrniss"" procedure, which routinely triggers an I investigation by the DGAC. I 6.5 Additional Research Resources Numerous civilian (public or private) and military bodies contribute to the expert I appraisals performed in investigations and work by GEPAN/SEPRA. This involvement takes place at two levels, either in the collection of data in the field and the utilization of sighting reports or in the I analysis ofdata after the expert's appraisal and the theoretical and experimental research that are deemed necessary. I Cooperati on agreements have been established, particularly with various bodies that can benefit in return from the results of investigations of interest to their own area of study, for example: - lightning (EDF, CEA [French Atomic Energy Commission], the National Weather I Service, ONERA, CEAT [Toulouse Aeronautic Test Center]), - meteors (CNRS [National Center for Scientific Research], DGA [French General Delegation for Annaments]), I - line disturbances (EDF, France Telecom [French telecommunications company]), - group sociology and, in particular, sects (CNRS, universities), - photography, the study offilms, the processing ofsatellite imagery (Flex.image I company). The following three applications should be emphasized: I 6.5.1 Sample Analysis I GEP AN/SEPRA is supported by various civilian and military laboratories, including those ofthe Etablissement Technique Central de l'Annement (ETCA), [Central Technical collected during the course of Annaments Institution] for analyzing soil and plant samples I investigations. I 6.5.2 Use of Photographs Image processing work was performed at ETCA between 1981 and 1988. This work I enabled the techniques and procedures, listed in GEP AN technical memorandum no. 18, for studying supposed UFO photographs to be defined. Diffraction filters were_ issued to gendannerie regional unit to permit on-site collection of information over the light each I spectrum emitted. I 6.5.3 Sky Surveillance System A system called ""ORION' was studied and partially deployed by [the Ministry of] I Defense for the purpose ofmonitoring, identifying, and predicting the passage ofsatellites, particularly over national territory. It should meet, at least partially, the need for the surveillance ofUFO-type light phenomena. The system consists of I - the current surveillance and tracking radar systems and listening antenna on the ship Monge, - two radar and optical surveillance systems and one optical imaging system: I - the ""GRAVES"" surveillance radar system, which will be capable ofdetecting objects from I n12 [in size] at a distance of 1500 km, - the ""SPOC"" [Sky Observation Probe System] optical surveillance"
31000	32000	"system, which I uses CCD cameras to detect and determine the trajectory oforbiting satellites or magnitude 7 to 8 space debris (the installation ofequipment at two sites is currently under way), I - finally, the development ofthe 4 m diameter ""SOLSTICE'' telescope, which may be provided with adaptive optics, for the observation ofobject s m geostati onary orbit (36,000 km). I I Chapter 7 - Method and Results of GEPAN/SEPRA I 7.1 Method Developed by GEPAN GEPAN developed an original method for studying rare, randomly occuning phenomena. Meteorites are among these phenomena. Scientists have long refused to I consider sightings ofstones that have fallen from the sky, which are generally reported by rural inhabitants. Fortunate ly, in 1803, the physicist Jean-Bapti ste Biot conducted an in­ depth investigation in the village ofLaigle in Orne [Department] about three weeks after_it fallen from the sky. Biot examined numerous stones and I was reported_ that stones had certain evidence (broken branches, perforated roofs, fires) and questioned many independent witnesses. He prepared a convincing report that gave scientific ~xistence to I meteorites. The method developed by GEP AN was approved by its scientific council. It basically consists ofidentifying initially unknown phenomena and perfonning a joint analysis offour I types ofdata concerning: - witnesses: physiology, psychology, etc., - testimonies: accounts, reactions to questions, general behavior, etc., I - the physical environment: weather, air traffic, photographs, radar data, traces left on the environment, etc., - the_psychosocial_environment: readings and beliefs ofwitnesses, possible influence of I the media and various groups on these witnesses, etc. Gendarmerie reports often contain sufficient data in order to be able to identify the phenomenon sighted. In many cases, the phenomenon turns out to be an airplane, a I planet, a satellite, etc. In other cases, a fairly large supplemental investigation is GEPAN/SEPRA. An in-depth study can take up to two years. The analysis conducted by I of traces left on the environment may result in specialized laooratories being called on for assistance (see the Trans-en-Provence and ""Amaranth,, cases in Chapter 4). Finally research was conducted in collaboration with the universities in order to perfect I the investigation method. CNES, out ofa concern for scientific precision, adopted the term ""UAP"" instead ofthe term UFO, which is more well known but more restrictive. I GEPAN is the group that studies UAPs. 7.2 First Classification ofUAPs (Unidentified Aerospace Phenomena) I After a study is conducted, each case is classified by GEPAN/SEPRA into one ofthe following four categories, depending on the extent to which it has been identified: - Category A: completely identified phenomenon, I - Category B: phenomenon that can probably be identified but which cannot be identified with certainty due to a lack of"
32000	33000	"evidence, - Category C: phenomenon that cannot be identified due to a lack ofdata, I - Category D: phenomenon that cannot be identified despite the abundance and quality ofthe data. Category D UAPs represent 4 to 5% ofthe cases and are called UAP Ds. They include I sightings of phenomena, some of which were close to the ground1. within a few meters of I the witnesses. The strangest and most mysterious cases in this category are generally labeled CE3s (close encounters ofthe third kind) according to the classification proposed by Professor A. Hynek, an astronomer and consultant to the USAF, within the context of I the Blue Book Project (cf. Chapter 9.1 ). 7.3 Typology of UAP Ds I The detailed statistical analysis ofUAP Ds enables a precise determination ofthe distribution oftheir physical characteristics: speed, acceleration, silence, shape, effects on I the environment. It is interesting to note that statistical studies in the USSR yielded distributions comparable to those determined by Claude Poher, the first head ofGEPAN, from some 200 French cases, or 1,000 cases worldwide. It would be desirable to be able I to develop UAP D statistical studies in France. 7.4 Investigations ofRemarkable Cases I Around one hundred investigations have been conducted by GEP AN/SEPRA. Some of them have highlighted rare physical atmospheric phenomena associated, for example, with I lightning~ others have revealed unusual psychological behavior ofwitnesses caused, for example, by taking hallucinogenic drugs. Several very in-depth investigations based on analyses ofevidence have demonstrated, in the end, the physical presence ofa I phenomenon the nature and origin ofwhich remain unknown. Two cases related in Chapter 4 stand out in our minds, the Trans-en-Provence case ofJanuary 8, 1981, and the ""Amaranth"" case ofOctober 2 1, I 982. The investigations lead us to believe that double­ I saucer-shaped objects were close to the ground for some time, then departed toward the sky leaving traces on the vegetation and, in the Trans-en-Provence case, on the ground itself. They are detailed in GEP AN technical memoranda no. 16 and no. 17 (see the I reference list in Chapter 6). I 7.5 Aeronautical Cases 7.5.l Data on French Aeronautical Cases I - Twelve French aeronautical cases have been brought to the attention of GEPAN/SEPRA~ only three or four ofthese can be considered to fall into category D. I - The first UAP D case identified dates back to 1951. It involved Vampire military. aircraft in the Orange area. In two other very extraordinary sightings, which are presented in Chapter 1, military pilots reported the presence ofobjects with aeronautical I performances inconsistent with the maneuvers ofclassic aircraft over the region ofTours in 1976 and ofLuxeuil in 1977. However, not until January 28, 1994, was"
33000	34000	"the crew ofa regularly scheduled Air France commercial airplane able to collect the first case ofa visual I sighting correlated with a radar detection over 50 seconds long (see Chapter 1.3). 7.5.2 Aeronautical UAP D Cases Worldwide I The aeronautical UAP D cases known since 1942 were initially enumerated in a document entitled Rencontres dans le cie/ {Encounters in the Sky], by Dominique I Weinstein, the French portion ofwhich SEPRA contributed to. The list ofsightings worldwide includes the description of489 well-documented cases ofaeronautical UAP D I sightings the sources of which were duly verified. Most of the infonnation on these aeronautical UAP Ds is drawn from official sources, government authorities, the Air Forces ofdifferent States, or agencies like SEPRA. I This list offers a classification according to criteria with respect to the quality ofthe sighting. It ranges from simple visual sightings, describing the specific performances or maneuvers of the phenomenon observed ( speed, acceleration, maneuverability, silence, I etc.), to more elaborate sightings, mentioning environmental disturbances caused by the aeronautical UAP Ds, such as radio interference or radar jamming, navigation instrument malfunctions, or even physical effects on the crew (heat, blinding, etc.). I Between 1947 and 1969, that is(-) during the time ofthe U.S. Air Force Blue Book Project on UFOs, 363 sightings were identified. 1952 is the year in which the greatest number ofsightings were recorded: 68. A total of63 countries are cited as having been I the scene ofat least one aeronautical sighting. - I 7.5.3 ""RadarN isual"" Cases Worldwide ""Radar/visual"" cases are those in which a visual sighting is associated with an onboard radar and/or ground radar detection. It is noted that: I - the first sightings in Japan and the USSR date back to 1948, - 30 ofthe 68 countries cited in the list reported ""radar/visual"" cases, I - ofthe 489 cases in the report, 101 were ""radar/visual"" cases (21%), - of the 363 cases in the Blue Book report, 76 were ""radar/visual"" cases (21%), - in 1952, I 6 out of68 cases were ""radar/visual"" cases (23.52% ). I In conclusion, we can clearly establish that from 1942 to 1995, at least 500 well­ documented and recognized aeronautical UAP D sightings were identified throughout the world, nearly 20% ofwhich were ""radar/visual"" cases. They furnish proof ofa physical I reality of phenomena that exhibited paradoxical maneuvers. I 7.6 The Physical Reality of UAP Ds 7.6.1 An Initial Report as Early as September 1947 in the United States I We have seen that the work ofGEPAN/SEPRA showed that there was an entire category ofrare physical phenomena occurring at varying frequency that could not be classified as known natural or artificial phenomena. These phenomena, UAP Ds, which I we have"
34000	35000	"higWighted, both in the aeronautical sphere (military and civilian aeronautical cases) and close to the ground ( cases ofclose encounters), support other cases ofwell­ documented sightings that have been verified by official authorities throughout the world. I It is interesting to note that as early as November [sic] 1947, right at the start ofthe very first wave of modem UFO sightings, in the United States, General Twining, head ofthe Air Material Command, drafted a report on ""flying disks, "" the conclusions ofwhich are I very explicit: I. The phenomenon reported is something real~.and not visionary or fictitious 2. Disk-shaped objects the size ofwhich is comparable to that ofour aircraft do exist. I 3. It is possible that some sightings correspond to natural phenomena. I 4. The very high rate-of-climb observed, rhe maneuverability. and the escape maneuvers when the disks are detected lead one to assume that they are piloted or operated by remote control.,, 5. Most witnesses describe objects with a metal surface that are circular or elliptical in shape, the upper portion ofwhich is dome shaped, flying without making any noise in a fonnation of three to nine objects... I 7.6.2 GEPAN/SEPRA's Work I We do not have irrefutable tangible proof in the forrn of material, either whole or in fragments, that confirm the physical nature ofUAP Ds and their artifact character. I Nevertheless, the collection and expert appraisal work carried out at GEP AN/SEP RA for over 20 years confinns the statements Genera] Twining made in 1947. I 7.6.3 French Aeronautical Cases I The study ofFrench military aeronautica l UAP D [sightings] (Orange in 1951, Tours in 1976, Luxeuil in 1977) supports General Twining's conclusions, namely the fourth one. The testimonies ofthe pilots do in fact lead one to assume that the objects were ""either I piloted or operated by remote control"": all ofthe pilots reported that it was ""the object"" that appeared to be moving toward them and not the other way around. Moreover, all of them considered the maneuvering abilities of the object to be far superior to those that I they were familiar with. I 7.6.4 Cases ofClose-Up UAP D Sightings in France For their part, the cases ofclose-up UAP D sightings in France are very much in I keeping with Twining's conclusions 4 and 5. In Trans-en-Provence (Chapter 4), the expert appraisals made at the site support the local testimony and show that the object with a metallic appearance and circular shape landed, then took off silently within a very I short space of time not very far from a wall 2.5 min height. No modem aircraft is capable ofthese silent maneuvers, nor ofthis degree of precision when landing. It is hard not to"
