start	end	text
20000	21000	"Rainier technicians, newspaperré= a disc of Idaho, disclosed that we bs tenant Governor Donalc ga ig had seen a comet-shaped objece ""tiling over the western part of the state, It finally dipped below the horizon, he said. (Later on, the personnel of Project Saucer decided that the Lieutenant Governor had been looking at either Saturn or Mercury.) Four cops in Portland, Oregon, saw a group of discs ""wobbling, disappearing, and reappearing."" Reports of other phenomena having been seen in the skies appeared in the papers almost daily. Two Army officers at Fort Richardson, Alaska, reported seeing a spherical object flying through the air at incredible speed and leaying no yapor trail; some fishermen off Newfoundland saw a series of aerial flashes, silver to reddish in color; a lady in Oregon watched a group of saucers spell out ""'P-E-P-S-I,""' and alerted her neighbors to the presence of foreign agents practicing a secret code in our skies; an Oklahoma City man saw a saucer ""the bulk of six B-29s;"" and a prospector in the Cascade Mountains of Oregon saw six saucers in a group, banking in the sun-'""round, silent, and not flying in formation."" On the Fourth of July, there were twelve reports of saucers in widely separated parts of the United States. One of these saucers, sighted at Trenton, New Jersey, was traced to a fireworks display. Dr. Paul Fitts, an Ohio State University psychologist who was for a time attached to Project Saucer, considered this crowded condition in the holiday skies the result of mass suggestibility, the same jumpy trait that caused Americans to see Zeppelins overhead during and after the First World War. ""Our graphs show that saucer incidents always increase dramatically after publicity,"" he has since told me. ""The sky, you know, has been a source of exciting visions from time immemorial, and its attraction is particularly strong in our jittery moments."" ROM the beginning, the officers in charge of Project Saucer recognized a peculiar difficulty in their assignment. ""If you look out the window and see something, how can I prove or disprove what it was if I didn't see it and you can't tell me much about what you TM Sinzolest. surest atic record changer eee ""WVictrola'45 Complete ae Model phonograph, 45EY2, AC. ""Golden Throat"" L $34.95 tone system. {suggested list price) @ Plays up to 14 records at one loading @ The only record and changer designed for each other e Records change from the center-the modern way e Includes $6 worth of RCA Victor albums at'no extra charge. Other ""Victrola"" 45 record changers as low as $16.75. Only RCAVICTOR is the Vietrola' a"" Tmks. @ Division of Radio Corporation of America A candelabrum of"
21000	22000	"Italian wrought iron in stylized flower and leaf design set off by delicate serollwork and finished in silvery black for dramatic contrast with white candles. 8"" across. $7.50 Postage.50, west of Miss..75 No 6.0.D.""s please. Open Saturday 9-5 & HOUSE OF ITALIAN HANDICRAFTS 217 East 49th St., New York I7, PL 9-6510 i ""At iplichad fopaihene 'ed! deverivens stores. Send 3-cent"" stamp. to Dept. N- for"" booklet. ""UNION-NATIONAL, INC © JAMESTOWN, N.Y. saw!"" Major 'e. *gs, who was then the chief Wisc Wpdicer between Wright Field and UNfhigh command in Washington, said to me one day shortly after Project Saucer had presumably become a thing of the past. ""Te would-be diferent 4 flying saucers were known to exist. Thies we could have collected evidence indicating the degrees of probability that such things were sighted and the reason for their appearance at a given place, But it is impossible to prove, logically and with finality, a double negativethat is, that there are no flying saucers and that people have not seen flying saucers, The best we could do wanes the circumstances. was to deduce, first, from the fact that it had not been proved, that saucers fad been seen and, second, from the fact that reasonable theories could be advanced to explain away all the reports of seeing them, that probably nobody had seen them at all. The fewer the theoretical explanations and the less plausible they were, the more reason there was for suspecting people had seen saucers."" The Major shook his head, and continued, ""It's a difficult concept to grasp, but so was the job we were tackling."" I asked Major Boggs whether there was any way to account for the epidemic of reports of strange celestial objects. ""Of course there is,"" he replied. ""Tf you look up at the sky long enough, you can almost always make out something there that appears strange, And more people are looking up now than ever before. Kids don't count freight cars any more; they count airplanes, People who were trained in air observation during the war have gone right on observing. Also, the pu blic hasn' t forgotten that the atomic bomb was kept secret from it for three years. ""This time, people want to know what's cooking, so they look up."" Major Boggs sighed. ""Time was when people used to make a wish if they saw a shooting star. Now they telephone the Air Force."" Major Boggs and I pondered this unromantic age in silence for a mament. 'Then he returned briskly to the problems that had confronted the investigators. """"The one tangible thing we had to work on was the fact that the sky is full of things,"" he"
22000	23000	"said. ""I can't even come close to estimating the number of commercial and military aircraft up there at any given moment. Then, there } are more than five hundred sucks of one kind or another that release balloons from time to time. These range from simple weather balloons, ne"" ""cer than page 67, 68 ® had behaved like a normval' aircraft in the w: ay it disapp. i the line of siehre. He re, the experts professed to aes was something Project Saucer could ¢ its teeth into. The w hole flyine-saucer mystery might be explained. The first step was to determine w hethe r the object was an aircraft that had heen partally obscured by a. cloud or whose 'ippearance had been distorted by a rainstorm. Two hundred and twenty-five civilian and military flight schedules were analyzed, and it was found that one other plane, an Air Force C-47, had been near the Eastern airliner at the time the mysterious object was sizhted, Conjecture about the C-47 began to appear irrelevant, however, when the Macon ground crews agreed with Chiles and Whitted th it the thing they had seen was going much faster than two hundred miles an hour, and So,- unless it dawdled around somewhere, wouldn't hav: taken anything like an hour to pet from Macon to Montgomery. Astronomers went to work on the problem. Dr, Hynek considered the Possibility thar; i brilliant, slow-movi ing meteor micht be the explanation. Various bits of the apparition'. description encouraved this nothin- - Orange-red flame, burst of fame. ia aP ¢ 'Cigar-shaped,"" ""a tremendous Unfortunately. the flight schedy] les of meteors are not ayailab Je. and Dr, Hynek had no means of tentiiie hs hypothesis, ""J; will have to be left to the psychologists to tell us whether the immediate trail of 4 bricht meteor could produce the subjective im- Pression of a ship with lighted windows,"" he wrote in & report on his findings. Th psycholog sts expressed { NM that a2 meteor could ndeed ""mistaken for a space ship. Dr, Fitts, Ohio Strate psy chologise, observed hat both Chile< and Whitted were human and therefore as likely to he victims of mass suggestibility as anyone else. Dr, Fitts told me during a talk I had with him that psychologists ' used to the fact that even people of high mental calibre often make mistakes about wha it rhey See. ""Also, I would like to m; ake the point that pilots trained to ins truments,"" he said. ""They Zrow very hese on those 'ruments, and I don't know whether re necessarily supernor observers mut them. I do know that during '© war, When I was in the Air Force, pilots"
23000	24000	"fre quently fave some pretty odd reports of what they'd seen while fiying their missions."" Ch; les and Whitted readily; agreed that their report might An utte rly new carpet creating an unusual textu Extremely smart... for one Chosen by le -ading de in carpet fashion and luxur 4nd. of course, N ye-V ait ady antages of being mothpre for las sting fit to withstan will outwear conventi Write Nye. ait for the | e-} 295 Fifth New Yor Chicago, Las ingeles, San Franciaco, [ * Illustrated is YE-W4IT's COR tistile depth, translucent, olor anid Fr LIN® ti Otcos FORNITURE HIGHBOy DESK j, genuine SOLID mahogany from the New Arlington Group by Kling. A istinctive addition ¢ any room, Ar leading stores, Full color bookler, "" Your Bed- Foom and Yoy"""" contains helpfy) SURECStions op, (he care of fur: Siture and bedroom decoration and afrangemenrc, § ad 25¢ jn Coin to Kling F » Depr. Yo. MAHOGANY LE + CHER RY KUNG MEANS' 'gt tap nd warm as elderdown Sctual thickness Fe Me folds, Ww Ormin withoys Sep cwoilts row wvrder Blenkes ""200 fhe Charm of Moriposg Colo ing a routine patrol for th Ly, kota Nationa] Guard, and yu xed the tower at the F: go Municipal Airport for clearance ty land when he saw what sfemed to he another plane's tai]light a thousand Vards a war. Hi. queried the tow er, and the Men there reported at the onl other aircratt over the held Was a Piper Cub, Gorman could see the Cub plain] Outlined heloy him. Curious, he flew toward the light. ""f, was 490uT Six to eizht In diameter. clear white, and ¢, mpletel, round, with 4 sort of fuzz Orman later told inches at the edie INVEStigat, TS, a ""NO outline of around the edges. ""Tr was bhink; 2 on and off, As approa hed, howe r, the Jj denly became steady @ sharp left bank,. | after jt and brought my manifold pressure up but I couldn' catch up with the thing, Tr Started tude and again Made a lef my F-5] into to cut the liehs off in its turn. By then, thousand feet. Suddenly it made 3 sharp night turn Straight art each other. Sal WW heht sudind pulled Into diy ed to sixty inches. 2aining altibank. J put 4 sharp turn and tried We Were ar about seven and we Neaded Just 1) hen we I zuiess | SOU scared. I went into a dive and the light passed Over my canopy at about five hundred feet. Then it made a left circle about a thousand feet abo e, and I gave chase again."" Gorman followed the light UP to fourteen"
24000	25000	"thousand Were about fo collide, feet, Where, after nother near, I 4 power sta]] and the the NO Sounds oy Ms ship went into lizhe disappeared to Gorman noticed traj] odors, He had Zunned his plane UP to four hundred miles an hour » ithnorth West, t ANAUst- Out Zaining on the light. It y as able an eXtreme) Maintain Y steep angle ascent, far éreater than thar of his 2 orce fighter, ""When ] attempted to turn with [the ight}, I blacked temporarily: due to CXCeSsI ve speed,"" he said. ""T am in fairly zood Physical conditon and I do not believe there are many, if any, pilots who Could withstand the turn and speed effected by that light and remain Conscious,"" Project Saucer SUSDecte d that Gor- Man was tilting with a weather balloon, For one th ing, it learned that the Fargo our Weather Station had released a lighted balloon only ten minutes before Gorman's patrol stopped being The object's Steady, Practical} Vertical climb sug Pested the loon, A technician who once worked on Project Saucer told me recently that chasing a y eather balloon with an airplane js comparable t., diving to the bottom of a Pool after a holloy, rubber routine, behavior of a bal- many saucers en lm holding one in mj mw x ) he said, The rancher forwart-., find to Wright Field, where it was identified as a remnant of one of the incendiary balloons the hopeful Japanese dispatched across the Pacific during the war In an effort to start forest fires. Even pictures ti iken of supposed saucers failed to impress the experts. 'There was the case of a man in Phoenix, Arizona, who spotted a flat gray object spiralling up and down in the sky ata speed th; it he estim: ated at between four and five hundred miles an hour. He sn: upped two pictures of it with his Brownie. Prints were rushed to Project Saucer, and Dr. Irving Langmurr, the physicist and a Nobel Prize winner, was asked to study them. scientist learned that a thunderstorm The distinguishe d had occurred just before the picturetaking, and conc luded that he was looking at a couple of rather poor shots of a piece of paper being buffeted by the wind. Xx time went on and the skies, apparently, continued to teem with flying saucers, the generals in the Pentagon, warming to their task, decided to enla urge the scope of the investigation. Commanders of all Air Force installations in the country were ordered to assign Intelligence officers to look into sightings reported in their areas. The officers were instructed to solicit the assistance of municipal police officials, who might"
25000	26000	"be familiar with the personalities of the saucer observers. [he F.B.I. was also called upon for assistance, and assiyned agents to help interview pe ople who reported that they had seen dises. The agents use d a standard questionnaire, drawn up = Air Force Intelligence, W hich calle d for such information as the saucer' S size, speed, color, and maneuvers. The information was neually transmitted to Wright Field, hut some stories were so obviously false and some ""evidence so obviously trifling that the I.B.I. men didn't even bother to fill out the questionnaire. In Seattle, for instance, an alarmed woman called the police to Inform them that a flaming disc had landed on her roof. The object turned out drum-shaped affair vith ""U SSR"" crudely daubed on it wa paint. An F.B.1. man ta be a haedat made OT ply Wii vl found that i turpe ntine-soaked cloth had caused the fi he decided. A tarmer ne - Danf rth [lhinow, reps rted that a saucer hag crash-landed n one of his fields an L a ' = | 5 a ed | '. i] burned upanatchotw ees 'The F_R PUERTO RICAN RUM GOLD OR WHITE LABEL - MATTRESSES This cozy cotton ""pillow"" for your body cooxes sweel sleep from hard mattresses ond inferier beds. Special boon to involids and oged. Easy to carry out and sun. $17.95 in blue-&white ACA, $19.95 in rose, blue or green damask, full or twin sizes, shipping charges prepaid. | a =<; ES immediate shipment - 'clvte s... G PLig Fe Ie Ie hy Mew.. on ""We Sell SI Trademark Ai Whitehouse & Hafdy in New York: City, of Paris in San Francesco; Phe ips-T | geil in Los 'Kantian Ai other leading siores or wer ihe EXETER Hosiery Mills « Executive Offic Sales Offices: 330 F page 73, € Si aded 1 ALLSIbIO HaOHD AINOW wo 4S3H5 OGN3S HO 7 MA MAN ""LS HLPE LS3Mm fe 1 ""NOAW AG SHINVHAVH SLiVM WAN FHOLS Hos S19UlOUO1ySY 24 isdiys aaxds 6 UIpring jo afgedes aq Aaya pynom 'SaE Ay uo SdINIEIID SULATT 24D III FT:AreyjO109 MOU B pue 'A.uaSin Mau B UO YOO) sey uo ayy jo Aypiqissod ay2 jo uonsanb pro au Ty ""s1Oq ya! lau Aiejaurjd amo pasapis -u0D ATEpYsnow Osje pry ""SOLYS ayy Ul Dulas aa"" ajdoad Sidalqo Jo wears 94} WoT sayipuoyor pur 'saptyog ""S109}9UT 's}atOD ynNO SuTULAS 07 UORTp -pr ul ae IVY} pauiea T 's1owoUo.lyse oy &q f pausny q1odar ayy WOl J pouods s}snuaros ey) Jo suo Te 2 -dojoysdsd 4 » feasdyd Aai aq 'uSu40 ATULIra JO ary sjoalqo suAy ayy ey] Jat: aq atp 04 AT Su0,98 sjuiod asesar 'q IsIp ai Aq PAt9A0) vaIe"
26000	27000	"[TeuIs ay LL, '3s4y EIIOUIY 928 0) autsap say) ul snountueun ISOUI]E ""WAas pyNoM II ""outag Pi4om ay JO 3S91 ay Ul ysarajUT JO YOR] afqeyseus -31 E pamoys uauraoeds pasoddns: ayy ey} *o0] *'pazou sysauars AUT, 'ataydsoure Susp Staive ayi Ul auIN Jo IyBuay Aue Joy ulvuttas ©) Jan} Iuatyns Aries 'tou asaya jo uoruido 212 Ul ""Jou prnos 'azis Si JO ssaypavda. 'dius aoeds u 'sapisag * pip Siaanes payrodad ayy se A[snopoatay SU oUz ""DIZ {iqissod 7, uprnos Az oy] wey Apy: LAAN PUE ad1¥] OS aq O1 dA¥ Y prnom * 1ysnoIp sisnuar, s ay) 'sdrys aoed¢ 'uaut (vy Tee su aitdss ap ""pallpassip ose SEM SN Je Ul HUIZZIU A aa Wed Aare -uvyd: Ut Jey UoNtsoddns; oT ""Paploap Aayi * 1UP[NOM 4 Sy0OM prnom « UOOp,) oti Ul UsTA] ISIN OY]... faaou sty 107 dn TYSNot 2 STTPAA ""S)"" H 18# Yj) pyaiys AQLAL 1 ""HUY ot} aayayM uo paiepnoads uaaa Aay Wie PuLy aturos jo shel IO SUTBaq UO IIe aU} SUIPLI Jo arqude 9 Sasip Jo ydaauod ain paialar pur p; MIPIsSuOD OsTe systetsads al ""Palou SH Ualos aug oo SAOUAM agua ""PS-UONSY luasaid jo qu: nudoy aa; ap aya Ng aUalds quasaad Jo JuUauIdosaA: ap au ssedins {UO JOU Sr9dN¥Ss aay JO saoue -Ultojiad ay L, ""peefas pur parpnis Ajpngas BI SEM YRIIIe apAsoy azaMm S199 ""nes ay) Iya Aroayy ay L ('vapt Sunsa. -1e yyy yaoddns 07 dn pau.ing elep oN ) 'afdurexa 104 'au; UdSOUT)E Uno oyu Burky O19M STELUIUR [VLIQSaIIaIwNND IP mm Ay ~[Eqissod 9t-watyy 02 pa.inase salioayy IBUPIIS A[AIP] autos pux 'suoneurjdxa [e1F0joy>Asd URW J9yIvI jeosAyd 10} OULS1G as [[F aJoM US soll] 'UOQEIS Play as 'pLaquresy 94} ©) payorye sjsed X92 SMUOIIDATA aya pur $31 puodag aords ai pue aisydsojeys al jo {pnqs ayy Ul azivioads oy SISIMUTEU A poraE pur sistoisd yd JO JUSLIOsse Ue SuoQerods0 S. pury jo WLI Yo1vasas 24] jo S1aqUulou ffs. Aa jOfOUTPIa T jo omMnsuy SHesny ~ESSUTA, 942 ye AstoisAyd Avaqonu v § A: TPA Oar 4d S¥ udu Yyons Aq palpnas p19 yah Fe] JO S}UDUa]a Iayig) & ""SA AQUL aAa ay SE SULAOUL pue PUIOI ati wie that-th.t \d le th info~m:uion t!lc1 give 1,1e may be mad1-:1t their amcs nc\""er will be."" ~ n. case,, Captain Ruppelt said, in\""estigation 'las ~hown that the people he has inter­ viewed had been deceived by thing, that have been decei\""lng others all;dong-balloons, planes, meteor:;, and,o on-but a nettling residue of around twenty per cent of the ca-.e, ha\'e wound up in that exasperating old pigeonhole labelled ""Unidcntific.:d."" Xothing, for l'\a mple, could be found to account HAVE YOU GRASPED ◄ tor the ''...omuhing sih-er} directl} overhead"" reported by a mystified"
27000	28000	"Civil THE ~outbtuick IDEA? -\ eronautics Administration inspector at T erre Haute. A commercial pilot who, H erc is tailoring so completely flexil tlring near Battle Creek, l\,Jich1gan, 11a/11ral that the comfort contrast is rei -potted ""an O\""al-shaped,il\'er object"" markable. Once you experience the blissf,thead of his ship, po~ed a similarly un­ <;<>lved problem, as did a highly respected and casual distinction of SUPERFLEX co naval officer, stationed at the dirigible tion, you'll never go back to over-stuffed ba,;e at Lakehurs t, New J ersey, who re­ styled clothes. Suits from S70. Sports ported that he had stared through his from S55. binoculars at a brilliant image making turns that were far too tight for an} PAUL STUART, INC. known aircraft. No, Yo,. C111 ARTHUR L. Twenty-five per cent of the observ­ WARNBR & COMPANY Boston 8-/trmort, Md. JOHN WANAMA"" nterrogate d by the Aerial Phenom­ p1,,1.,,, cn, i S ILVERSTO NE'S ROBERT 11 ena Officer in the last two and a half """"·--ic-,v,,, s.,. F,11nc } ears have been military pilots. Eight FtJr 110,n in orb, per cent have been commercial pilots, GRI ECO IROS., Inc., 200 f ift,ome with as much as twenty years' ex­ perience in the air, and at one stage in the current phase of the investigation, nen a few physicists at L os Alamos, '\Tew Mexico, men who make a feti~h of objecti \·ity, were interviewed afte r they reported ha\ ing seen puzzli ng li~hts hovering above their atomic­ energy laboratorie:-. "" If you took any one of these incidents by itself, it might not mean much,"" Captain Ruppclt said. "" But in view of the number and calibre of the informants, rou couldn't help taking their cla11ns '""nou~Ir."" In February, 1951, Dr. L1ddel, a nuclear physicist attached to the Office of l\'a\""al Research, at '\Va,h­ ington, D.C., declare d that at last, ""thank~ to the lifting of certain --ecurity rc~trict1011s, he could provide the solution to che mptcr} of the lh 1nJ,·mcc.:rs: T hey were ''sk} hooks,"" he said-hal ­ l ins a hundred feet ·11 diameter, wluch the Navy had secretly been sendin~ up for the pa,t four years in order to study cosmic rap. D r. L iddel's ru-,cr­ rion w:i~ immediately disputed hr D r..-\nthon} 0. \ Iirarchi, who, a:; f. rmc r head of the Air Force's Atmospheric Compo<t1on Bure.tu, h td a~,1sted m the diagnosis ofProject Saucer reports. D r.,\Iir re-hi sa'd he the ught the ~:rnccn, might he mis,iles from some foreign OXFORD SHIRT More popular than ever - even for city: wear - the button-down collar shirt in finest oxford, woven with fully combed yarn, Button cuffs, 1444-174 collar, 32-35 sleeve. White or blue. 35.50"
28000	29000	"With jt-an imported silk knit tie hand-framed for Mark Cross. Black. navy, grey, brown, green, wine. 55.50 Mail and phone orders filled. SU 7-4000 mw. 4 TOY BAGPIPE Easy to Play-only $4.98 drones, chaunter, bright American replica of the Seateh in Complete with blowpipe, plaid bag and ribbons, this casy-to-play Bagpipe ia an authentic strument, but sounds mellower and sweeter, Anyone can learn to play popular tunes in a matter of min ites just by reading numbers, Made of washable Styrene and Vinylite, it's safe, sanitary and strong Fascinating fun-maker for children and grown ups i Parties and family song fests, Satisfaction quaranteed or your money back. Send check of money order tor only $4.98 (includes how to-play song folder) to: TIMESAVERS DEPT., Dept. NY-9 2 West 45th St. New York 197, N.Y, HAND LAUNDRY 160 EAST 62nd STREET TEmpleton 8-6514 table linens, shirts: Specialists in silks, laces, 4? moderate rates, Laundering for the finest homes fourtecs minutes, emg bright lights that resemble ta s shooting stars, but three of them were moving horizontally, unlike any shooting star he fiad ever seen. Another commercial pilot who was reached in flight nearby said that he saw a light off his left wing; Barnes found a c responding Pip on the radarscope. Other pilots in the vicinity reported, however, that they unusual, 'Toward daybreak, ten peculiar pips were counted on Barnes' is no other conclusion | can but that for six hours on' the morning of the twentieth of July there could see nothine simultaneously screen, ""There reac h were at least ten unidentifiable ob jects moving above Washington,"" wrote. ""They were not ordinary Barnes aircraft.... Nor in my opinion could any natural phenomena account for these Neither shooting stars, electrical] disturbances, nor clouds could, either, Exactly what they are, | know. Now you know as much about them as I do, And your spots on our radar. don't vuess js as good as mine.' A week later, at 9:08 P.M. On July 26th, the Air Route Traffic Control Center's radarscope again showed unidentifiable fon. So did the screen at the Andrews objects over Washing- Air Force Base. just outside the capital. Two jet interceptors, capable of doing six hundred miles an hour, were dispatched from a base near New Castle, Dela wire, to investigate. When the interceptors appeared on the radarscopes, they were guided toward the One of the sizhted hizhts approximately ten miles objects. pilots four In front of his plane and slightly above it, but they vanished while he trying to them. ""Twenty minutes later, he saw ""a steady white light,"" but minute it, disappeared. ""We have a lee they were flying saucers,"" an Air Force if a:: cr"
29000	30000	"Conversely, not We don't know what was overtake within a too, no evidence representative said later. we have no evidence they were fly ing saucers, they were,""' As a result of these two incidents, particularly the one involving the interceptors, public agitation reached a new height. The Air Force was bombarded with hundreds of letters, telephone calls, and telegrams demanding information and offering advice, One of the smaller airlines supplied its crews with cameras and ordered them to photograph any saucers they encountered, A civilian wrote to the Air Force that he would let it in on ""the secret""? in return for a colonelcy, A Los Angeles pastor wrote to Einstein, beseeching him to clear up TS @ £8 LOADS AE ee eo tronomers, whom J ' r"" lled ""our best.. advisers... in --~ss of visitors from elsewhere, ~;aph the sky continuously, but they had reported no saucers. The General was reminded that many of the people who had told of seeing the most spectacular things were considered the most reliable. He replied that he had no intention of discrediting them, but the fact remained that none of them had offered data of the kind a scientist would find useful. An Air Force officer whom General Sam­ ford personally knew to be a com­ petent witness had told him of seeing a saucer in the Middle East. This man, too, had been unable to obtain ac­ curate measurements. ""We have many reports from credible observers of in­ credible things,"" the General remarked. Like General Moore, his predecessor in Project Saucer days, General Sam­ ford denied that the Air Force was at­ tempting to cover up secret experiments. When he was asked if tl1e saucers might be the guided missiles of a foreign coun­ try, he replied that he didn't see how, on the basis of their weird performances, they could be unless ""someone"" had achieved a means of developing unlim­ ited power-""power of such fantastic higher limits that it is a theoretical un­ limited; it's not anytl1ing that we can understand""-and utilizing it under conditions in which no mass is involved. As for the latter, the General told the press, drawing a laugh, ""You know, what 'no mass' means is that there's nothing tl1ere."" WHILE General Samford's inter­ view probably reassured the public as evidence that the Air Force was still on me job, it did nothing to lessen the nation's saucer-consciousness. The reporters had hardly rnanked the Gen­ eral for his comments when, on Au­ gust Ist, a Coast Guard photographer produced a picrnre showing four bizarre lights burni ng brilliantly in a daylight sky. He said he had taken it over Salem, Massachusetts. The next day, a Har­"
30000	31000	"vard astrophysicist called the photograph, worthless because it was accompanied by no scientific data, such as temperature distribution and altitude. On August 6th, an Army physicist at Fort Belvoir, Virginia, creato6 the equivalent of flying saucers in his laborat0ry by introducing molecules of ionized air into a partial vacuum in a bell jar, and three days later an internationally known authori ty on atmospheric conditions said of the physicist's experiment, ""I know of no page 81, 82 conditions of the earth's atmosphere, high or low, whi~h would duplicate, Invoice of Contents from ® » ToUERAL BUREAU OF INVESTIGATION ~ Date Qctober 6,.1952 Case References INVES es ATION OF POSSTBLE Directorate of Special Invest. UNIDENTIFIED FLYING OBJECT"" Consigned tdthe Inspector General Department of the Air Force, The Pentagon Washington, D. C. Att: Mr. Gilbert R. Levy List of Contents. PC=33951DE Harbo, 7625 through 6. Conrad, 7142 497363. Downing, 6228 through. Bowles, 7601: Parsons, 7121 SPECIAL INSTRUCTIONS: Mail Room, place date of shipment and registry number; Shipping Room, show date of shipment and initial this invoice; then return it to person whose name is checked in column at right. After this checked name has been initialled, invoice should be placed in administrative file. Octeber 28, 1952 Department of the Air foree Washington 25, De Ceo John Edgar Hoover, Director enh 143 Federal Bureau of Javestigation RECORDED Fe a | ee | Subject: FL YING SAUCERS © There are attached for your tafornation @ copy of a self-explanatory letter dated Yetober 21, 1952, and the enclosures thereto, recetved by thts Bureau from Wr. #arvel #. Reece. re Reece has been advised that kis letter has been referred to your Department. Wo further sation ts being taken tn this matter by this Bureaus. CAFETERIA STYL eee "" r ae ba Wasuincton DC 168TH AND H.ST. N.W be:! oa Fs STANDARD FORM NO. 64 4 a. Office Memorandu UL UNITED STATES GOVERNMENT 7 _ WR. Av HF. uke A- DATE: October a | \,/ FROM; t oy AK: Xx O. P. EEAY 9-7 ee \) SUBJECT: ""pL YING SAUCERS Reference is made to an article which appeared in ""TMmeNew Yorker"" dated September 6, 1952, which is attached. This axticle which was written by DanieI\~ang contained inaccurate information regarding FBI investigations, tndicating that the FBI conducts certain inquiries regarding flying saucers at the request of the Air Force. It is pointed out here that, although the Bureau did at one time conduct some investigations regarding flying saucers, a present agreement has been set up with the Atr Force whereby the Air Force conducts all investigations pertaining to flying saucers and the Bureau, upon receiving complaints of this nature; merely turns the complaints over to the Office"
31000	32000	"of Special Investigations (OSI), which in turn transmits the information to Air Intelligence. Air Intelligence has set up the Air Technical Intelligence Center at Wright-Patterson Air Force Base, Dayton, Ohio, for the purpose of coordinating and handling of research pertaining to flying saucers. Inquiry was conducted in order to determines, tf possible, the source for the information appearing in the attached article regarding FBI investigations, Lteutenant Colonel L. L. Free in charge of the Espionage Branchs /Counter-Intelligence Division, Office of Special Investigations; advised that no one in OSI has been contacted by Lang, and he suggested direct contact by the Bureau Representative with Air Intelligence to determine if Lang had been tn touch with anyone in that organization tn order to gather information for his article. Colonel C. M. Young, Executive Officer to Major General John A. Samford, Director of Air Intelligence, advised _that Lang has not contacted General Samford's office. Colonel Young also telephontcally contacted Captain Ruppelt of the Air Technical Intelligence Center, Wright-Patterson Air Force Bases, Dayton, Ohio, on September 30, 1952. Captain Ruppelt advised Colonel Young that they have never indicated in any way to Mr. Lang that the FBI has an interest in flying saucers, Captain Ruppelt stated that the FBI to his knowledge has never been called upon to furnish reports on flying saucers. Ruppelt is under the impression that Mr. Lang made the story up 1 yr \ or picked it up from some magazine or newspaper article sometime,» \ back. Both Colonel Young and Captain Ruppelt are thoroughly fj familiar with Bureau policy pertaining to flying yee) ae Attachments (2) RECORDED - 116 4: COF = TION -LIAISON 1S. WY NE OL 01 490 4 ""i: | eee ae a Memorandum for Mr. A. H. Belmont, 10/8/52 Colonel Young suggested that further contact be made with Mr. Albert Chop of the Office of Public Information, Office of the Secretary of Defense, who represents the Air Force in public relations contacts pertaining to flying saucer matters. Mr. Chop was contacted and advised that he was familiar with the attached ""New Yorker"" magazine article. He advised that Lang had gathered most of the material about two years ago when considerable publicity regarding flying saucers had appeared in newspapers. He does not know where Lang gathered the material at that time but assumes that he gathered it from various sources; such as other newspaper articles. When the recent publicity regarding flying saucers appeared in newspapers, Lang renewed his interest in flying saucers and attempted to bring his article up to date. He contacted Mr. Chop for further current information. Mr. Chop advised that he gave Lang some routine items of interest regarding flying saucer complaints and"
32000	33000	investigations by the Air Force, but that he instructed Mr. Lang not to contact the Air Technical Intelligence Center for further information from that source. Mr. Chop also advised that at no time was the FBI mentioned and that he has no idea where Lang obtained the information appearing in his article concerning FEI investigations. Mr. Chop advised that he is thoroughly familiar with Bureau policy pertaining to flying saucer tnvestigations,and that he at no time has indicated to any writer or newspaper representative that the FBI conducts investigations pertaining to flying saucers. Mr. Chop advised that, if the Bureau desires, he would be glad to contact Lang to discreetly determine where Lang obtained his information indicating that the FBI conducts investigations pertaining to flying saucers. He stated that he could make this contact without indicating in |jany way the Bureau has contacted him. He was advised that his offer of cooperation was apprectated, but that it was not desired that he make such an inquiry at the present time. There ts attached a current mimeographed form containing current information regarding the whole flying saucer matter which was turned over by Chop. This ts the information which Memorandum for Mr. A. H. Belmont, 10/8/52 is ordinarily given to newspaper reporters or ~rite rs who make inquiry in the Office of Public Information. None. For your information. staorep FORT NO. 64 & ' ' ~ Office Memorandum * UNITED STATES GOVERNMENT TO 30: MR. Ae He BELMONT DATE: October 27, 1952 FROM: Ps Va FP. ace y 3 - 3 SUBJECT: ~ FLYING SAUCERS K SYNOPSTIS:=: Air Intelligence advised of another creditable and unezplainable sighting of filying.saucers. Air Intelligence still feels, flying saucers are optical illusions or gtmospherical phenomena but some Military officials are seniausLy considering the possibility of interplanetary ships. You will recall that Air Intelligence has previously kept the Bureau advised regarding developments pertaining to Air Intelligence research on the flying saucer problem. Air Intelligence has previously advised (hat all research pertaining to this problem is handled b e Air Technical Intelligencé Center Tocated at WRIQGKL=PGLEETSOR Mb Dek OLCE...BASC» Dayton, Chios that approrimately 90 per cent of the reported sightings of flying saucers can be discounted as products of the imagination and as erplainable objects such as weather balloons, etc., but that a small percentage of extremely creditable sightings have been unerplainable. Colonel (. M. Youn Erecutive Officer to Major General John taSamfard. Divester oP titel issn, Lie Force, advised on OcLODEr tay 1952, that another recent ertremely creditable sighting had been reported to Air Intelligence. A Navy photographer, while traveling across thé United States in his own car, saw a number of objects in the sky which appeared
