start	end	text
21000	22000	"without her knowledge. Inquiry was made as to the length of time MARCK spent in the H. s. Army and he was unable to furnish the duration of his enlistment and date of discharge nor furnish his serial number. MARCK made available his discharge paper reflecting that he was inducted in 1943 and discharged in 1946 as Private First Class, Army Serial No. 37-703-300. His discharge papers showed that he attended Eas t High School for a period of two years and that he was born 1/21/25. After conversation with MARCK, it was apparent that the only reason he wrote to the Bureau was in an effort to locate the present whereabouts of ALBERT K. BENDER and he and his family were informed that this Bureau was unable to institute an investigation to ascertain the whereabouts of BENDER. From the admonishment given him by his mother for writing letters to such agencies as the FBI, it would appear that CLAUDE HAROLD MARCK is a 11chronic 11, living in a dream world of flying saucers and stor!es of the sea. He was informed that the agents ' contact was an acknowledgment of the Bureau ' s receipt of his letter. Noffinther investigation is being made in this matter. ALBERT K. BENDER (Nationali ties Intelligence) Re Bureau letter 12/16/58. On 12/19/58, CLAUDE HAROLD MARCK, JR., 7834 No. Loma Land Drive, Scottsdale, Arizona, stated to SAs GEORGE HOLLINGSWORTH and WILLIAM M. DREW that he had a hobby of gathering il'iformation concernipg flying saucers and also gathering information coneerni.ng mysteries of the sea. He stated that any literature written he obtains in order to pursue this hobby. He referred agents to books written by Major DONALD E..KEYHOE entitled ""Flying Saucers from Outer Space "" and a book entitled ""Flying Saucers Conspirac y. "" Botn of these books were published by Henry Holt Company, 383 Madison, New York, 17, New York. Major KRYHOE is a retired Major of the U.S. Concerru.ng the ""Bender Affair h, he· referred agents to the book entitled ""They Knew Too Much About Flying Saucers "", written by GRAY BARKER and published by University Books Publisher, April, 1956, third printing June, 1956. According to MARCK, GRff BARKER resides at Clarksberg, West Virginia, P.O. Box 2228 and is a person with whom MARCK corresponds concerning flying saucers as BARKER ia alleged to have a civilian investigative agency handling 11ivest1gat1ons concerning flying saucers. MARCK related that he has corresponded with various harbor masters and the U. s. Navy relative to the ""dreadful underground menace which relates to the disappearance of crew and passengers of various ships found floundering 1n the open seas out of control."" He stated that BARKER bas also shown interest"
22000	23000	"in this subject matter, however., was unable to:furnish aey rurther amplifying details. The ""Bender Affair"" is related in the book published by BARKER.;;i - Bureau (AM) - 1 - Phoenix,,..,.,f,.-: -..) A(JtJ 1/oof'. PX 62-667 Agentn observed at the time they contacted the residence of MARCK, while he was absent therefrom, that bis sister, SHIRLEY E. MARCK, carried on exclusive conversation concerning her brother relating that he had been taken out of high school while living in Denver, Colorado, and had been 1n the service until several months ago. She stated that her brother never had an opportunity since then to complete his schooling and that as of the present tillle, he was 33 years of age. Thia information was reiterated several times by her while waiting the arr1val or her brother who was w1th his parents on a loca1 shopping tour. Af:ter conversation with MARCK, it was apparent to agents that he is obsessed With gathering information concerning flying saucers and mysteries of the sea. He was admonished aeverely by his mother for having written to the Bureau without her knowledge. Inquiry was made as to the length of time MARCK spent in the ti. S. Army and he was unable to furnish the duration or his enlistment and date of discharge nor furnish his serial number. MARCK made available his discharge paper reflecting that he was inducted in 1943 and discharged 1n 1946 as Private First Class, Army Serial No. 37-703-300. His discharge papers showed that he attended East High School for a period of two years and that he was born 1/21/25. After conversation with MARCK, it was apparent that the only reason he wrote to the Bureau was in an errort to locate the present whereabouts or ALBERT K. BENDER and he and his family were into~ed that this Bureau was unable to institute an investigation to ascertain the whereabouts or BENDER~ From the admonishment given him by his mother tor writing letters to suoh agencies as the FBI, it would appear that CLAUDE HAROLD MAROK is a 11ehronio"", living in a dream world of flying saucers and stortes o~ the sea. He was informed that the ~ents' contact was an acknowledgment of the Bureau's receipt of his letter. Nofwther investigation is being made in this matter. ¢ ¢ Nacks SAC, Phoenix (62-667) December 30, 1958 Director, FBI ALBERT &¢\ BENDER MISCELLANEOUS = INFORMATION CONCERNING Reurlet 12719/58. In paragraph two thereof reference is made to a book written by Gray Barker and published by University Books Publisher entitled ""They Knew Too Much About Flying Saucers."" Reference books at the Seat of Government fail to reflect the location of this publisher and since the Bureau is desirous"
23000	24000	"of obtaining a copy of this book, it is requested that you recontact Claude Marck, Jr., to obtain the correct address of the publisher. In the event Marck volunteers to make a copy of this book available, it is permissible for you to accept same and furnish it to the Bureau. EX-17 JFWijac we Mat NOTE: By letter 12/7/58 Marck inquired whether we could furnish him any data concerning the ""Bender Affair,"" He explained that Bender formed the International Flying Saucer Bureau in Connecticut in 1952 to look into the flying saucer mystery, In 1953 Bender allegedly stated he knew what the saucers are; then, according to Marck, ""Three men in black suits"" silenced Bender to the extent that even today Bender will not discuss the matter of his ""hush-up"" with anyone. Marck explained that he recently learned that the FBI is involved in the ""Bender Affair."" On 12/19/58 Marck was interviewed to obtain all information in his possession concerning the ""hush-up"" of Bender as well as what part the FBI was alleged to have played in the ""Bender Affair."" Concerning the ""Bender Affair"" he referred the interviewing Agen to the book set out above. In addition to information regarding this incident it is possible this book may contain other data of interest, Accordingly, not only to resolve this matter but also to ascertain whether any allegations of interest to the Bureau are contained in the book, we should if possible obtain a copy. Upon receipt, it will be reviewed with the Bureau's interest in mind, AN G.ZIANGE A999 d """" 7, _ J. F. wacks SAC, Chicago January 22. 1959 Ex. 1 Rte.~/ I/ -, O! ector - FBI ( '62-83894) - '1' tJ/ MISCELLANEOUS - INFORMATION OONCERNING The Bureau desires to obtain a copy of the book written by Gray Barker entitled ""They Knew Too Much About Flrlng Saucers."" Reportedly. this book was published by Un verslty Books, Inc., 806 Dempster Street, Evanston, Illinois. Contact this publishing house and if possible, obtain a copy of this book. By letter 12/7/58 Claude Marek. Jr., Phoenix, Arizona, wrote the Bureau inquiring about the ""Bender Affair."" He ex­ plained that Bender formed the Intern ational Flying Saucer Bureau in Connecticut in 1952 to look into the flying saucer mystery. In 1953 Bender stated he knew what the saucers are; then, according to Marek, ""3 men in bl ack sults""silenced Bender to the extent that even today Bender will not discuss the matter of his ""hush-up"" with anyone. Marek was interviewed 12/19/58 and with respect to the ""Bender Affair"" he referred the inter­ viewing Agents to the book set out above. In addition to information regarding this incident it is possible this"
24000	25000	"book may contain other data of interest. Accordingly, Phoenix was instructed to reinterview Marek to obtain a copy of the book and/or the true name of the publisher which Marek had stated was ""University Books Publlsher,""with no address indicated. In Phoenix letter 1/5/59 it is pointed out that Marek has moved to Denver, exact address not available but that University Books, Inc., is located at the above address. ZN) 'sy = TANDARD FORM No, 64 Office Memorandum + onirep stat#S GOVERNMENT TO: DIRECTOR, FBI q DATE: § 1/5/59 FROM: SAC, PHOENIX"" (62-667) SUBJECT: ALBERT K/\ BENDER ass (Nationalities Intelligence) 2 Re Bulet to' Phoenix dated 12/30/58. »A""7 CLAUDE MARCK, Jr. and his family have moved to Denver, Colorado and their exact address is not available. It was determined through the Phoenix Public Library that University Books, Inc., is located at 806 Dempster Street, Evanston, Illinois. ec =- Bureau 1 = Phoenix WMD /hpw 1 -,ir. Wacks F ern February 9, 1959 Mr, Larry ¥. Bryant 1002 Arnold Street Newport News, Virginia Dear Mr. Bryant? I am in receipt of your letter dated February 1, 1959. In reaponse to your request, J wish to advise that information in the files of the Federal Bureau of Investigation is confidential and available for official use only. J know you will understand the reason for this rule and will not infer either that we do or that we do not have the data you désire. I am at liberty, however, to advise that the investigation of unidentified flying objects ig not within the jurisdiction of this Bureau. This matter is of primary interest to the Vepartment of the Air Porce and, accordingly, J am sending @ copy of your letter to the Director of Special Investigations, The Inspector General, Department of the Air Force, Building Tempo BE, 4th and Adams Drive, 5. s, Washington, De Ce, to whom you may desire to direct further inquiries in this matter. / John Edgar Hoover 1 = Norfolk - Enclosure J Bo erdmeni Note for Norfolk: Enclosed for information only. Belmont Bufiles negative re Bryant. pee 1 = Director of Special Investigations (by form 0-14) Parsons n"" x. The Inspector General ( Hosen. A}. \ Department of the Air Force Tamm ea ta = Trotter / JFWemt b Building Tempo EF lest. Ap ceaele and Adams Drive, S. W. ev FEBS U-iWeshington 25, D. C. SEE NOTE PAGE 2 Gandy _"">: & MAIL. ROOM cael Hr. Larry w. Bryant 'NOTE: Wrtt-r advls-d hund-rstood FBI 1iaa participated tn the Govsrnmsnt s prog7W'II of, tnv-stlgatton ot untd-nttfl«l flying objBctand he aak-d ~or tntormatton ooncsrntng thesph-nom-na- He alao ask-d 1Dhsther FBI 11v11r 1/ltlde anaJys ts of untdmtt.tt-d flytr,,g object manfluvera"
25000	26000	"and tf FBI repr-ssntative lf1JBr gavtestimony bef.or~ Congreaatonal committees on this subject. 1002 Arnold Street Newport News, Virginia February 1, 1959 Director of Field Investigations, The Federal Bureau of Investigation Washington, D. G. It is my understanding that the F.B.I. has participated in the Government's program of investigation of Unidentified Flying Objects (UFO). How many UFO sighting reports involving alleged photographs or films of unconventional aerial objects has your organization collected, evaluated, or analyzed since January 1, 1952 to present? Has the F.B.I. ever been furnished with an analysis of maneuvers of UFO's? I understand that congressional closed-door hearings are being held on the UFO subject. Has any F.B.I1 representative ever given testimony in these hearings? b cL + Yours sincerely, Larry W. Bryant @ FEB 10 1959 CoO RAS ae PTET R22 SS GAM "" % Federal Bureau eo Records B h xXv- 3 [_]Name Check Unit - Room 6523 |Service Unit - Room 6524 ttention <> Return to Ward e/ fSt1§ eratar Request (Analytical Search) Type of oie Requested: ) } Li Restricted to Locality of LOS Exact Name Only (On the Nose) = Buildup [__] Variations [-_] Check for Alphabetical Loyalty Form 2 ra atl ""~ i uf Fi Subject Aas. JA/. /huyanWFt Birthdate & Place /l rt V Re Date __of - 3 nals. di ae, RIAL a ree ATA /DS, RMA Office Membendum * UNITED hs GOVERNMENT DIRECTOR, FBI (62-83894) DATE: 2/12/59 SAC, CHICAGO (62-5494) V\ suBjEcT: ALBERT K. BENDER Rebulet to CG, 1/22/59. Per Bureau request, enclosed herewith is a copy of the book entitled ""They Knew Too Much About Flying Gaucers"", by GRAY BARKER, noting this book was published by University Books, Inc., 404 Fourth Avenue, New York 16, N.Y. RUC, 2--- Bureau (Encl.) 1 = Chicago HBL: tmk STANDA.AO FOIU,4 NO. 8A Office Memol ndum - uNITED sTf Es GovERN MENT ·- TO Director, FBI DATE: April 21, 1959 SAC, Birmingham (62-0) SUBJ~AERIAL PHENOMENA RESEARCH GROUP MISCELLANEOUS"" 11The Anniston Star"", Anniston, Alabama, daily newspaper, published an article on April 2, 1959, entitled, ""Flying Saucer Witnesses Urged to Send in Data"". This article said that the Aerial Phenomena Research Group,? 5108 Findlay Street, Seattle 18, Washipgton, would like to,, get a report from people who have seen r)plying Saucers 11 - On April 3, 1959, Lt. Colonel OLIVER R. HERI'EL, Fort McClellan, Alabama, advised that 5108 Findlay Street, Seattle 18, Washington, is believed by him to be the address of the chauffeur for the Russian Consul in Seattle, Washington. HERI'EL advised a Special Agent of the 111th CIC Group at Fort McClellan that aQout five months ago he looked over a list of Russians and their addresses when he visited the office of"
26000	27000	the Chief Chemicar Officer, Department of the Army, The Seattle Office is requested to ascertain who lives at 5108 Findlay Street, Seattle, Washington, and whether this address has any connection with a chauffeur forjJH the Russian Consul. 1. Ci.) Bureau (RM) 2 - Seattle (RM) 1 - OSI, Birmingham, Ala. (info. )(RM) 2 - BH CBS-fmb J/ (1>.~ f-:z- _ ~_xj;;.J/!J',._.S 7 APR 22 1959 52APR301959 5 0 17 i 1 a*\VRUle WCU B2 Ls STANDARD Form No. 64: 4 Office Memorandum ¢ UNITED STATES GOVERNMENT Director, FBI DATE: May 5, 1959 SAC, Seattle (62-1729) AERIAL PHENOMENA RESEARCH..GROUP MISCELLANEOUS Re Birmingham letter 4-21-59. The address of 5108 Findlay, Street, Seattle 18, Washington, is the residence of ROBERTKGRIBBLE, who is the so-called national director of the' Merial Phenomena Research Group. In connection with inquiries made concerning this group in 1957, GRIBBLE advised that he was regularly employed as a fireman for the City of Seattle and that his hobby is acquiring information regarding unidentified flying objects. He advised that the Aerial Phenomena Research Group has a national and an international membership of about 350 members, and that they charge a membership fee of $5.00 per year for the purpose of defraying the expenses of a publication which the group issues periodically and for other incidental expenses of the organization. According to GRIBBLE the organization is a non-profit one and was established primarily as a hobby for persons like himself who were interested in acquiring information regarding flying objects. GRIBBLE stated that the organization was centered in Seattle, and he provided the names of other officers, all of whom were residents of this city. Twentieth District OSI, McChord Air Force Base, is aware of the existence of this group and has been furnished if all pertinent information in our files regarding it. j There is no Russian Consulate or other establishment of the U.S.S.R. in the City of Seattle. Lt. Col. HERTEL's recollection of the address of 5108 Findlay Street, Seattle, having something to do with the residence of a chauffeur for the Russian Consul in Seattle is completely erroneous. No information regarding the activities of the Aerial Phenomena Research Group has come to the attention of the Seattle Office since June 1958, e/- Bureau i: 1 - Birmingham (62- 0) ( Info) ) REC- 93, 1 - Seattle CHD:msd Té4. 'wearer | * os: a pom SEATIS UNY SI BS. HYSTA cp lye STANDARD FORM NO, 64 Office Mio Ridin ¢ UNITED STATES GOVERNMENT TO: Director, FBI DATE: May 22, 1959 Wins: SAC, Birmingham (100-0-6898 ) SUBJECT: RIAL PHENOMENA RESEARCH GROUP ISCELLANEOUS (oa ape Ae Re BH let to Bureau, 4/21/59, and Seattle letter to Bureau, 5/5/59. In view of the
27000	28000	"information set forth in referenced Seattle letter, no further investigation or action is being taken by the Birmingham Office in this matter. The local OSI office has been advised concerning this matter. 2>- Bureau 1 - BH CBS: fmb August 31, 1959 Mr. Hayden Hewes interplanetary Intelligence of 2726 Northwest 34th Street Oklahoma City, Oklahoma Dear Mr. Hewes: Your letter dated August 24, 1959, has been received. Although I would like to be able to help you, in view of the many similar requests and the pressure of my official duties, Iam unable to comply with your wishes. sincerely yours, Ba Lyi Johfti Edgar Hoover ""wiibaa Director = COMM-FBI See - Ids WOON SNIGV3H-0.034 NOTE: No record Bufiles on correspondent or his organization. Tolson - DeLoach ~ McGuire Trotter 7, W.Cz Sullivan 2? Fele. Room - Holloman -- Gandy MAINROOMC_] TELETYPE uNITL_] oS. Weng | a2 'LSA IO/Ld3a0 1 ie: Be VWyew-n5 Mr. Belmont De i ns = RESEARCH INTERPLANETARY | INTELLIGEN INVESTIGATION CET غادمة شرسن న H. C. HEW LASS ALIN EIT Associate Dirt Vir. 7, TLE O J, MANEY FLYING 1,1.0.U,f.0. OBJECTS gMANEY August 24,1959 United States Dept. Of Justhce Federal Bureau Of Investigation ATTENTION: J.Edgar Hoover Dear Mr. Hoover: a f\_ The purpose of our organization is £0 investigate and study UFO ( Unidentified Flying Objects ) or flying saucer re= ports. Also we are planing to publish a publication on the same subject some time in September ( I hope )-. I Was wondering is you Would take the time to write an artical for our publication? It may be on the subject you care too write On, typed, and about 350 words long. Thank you, trusting to hear from you in the near future. Very truly yours, / flex KA~ BE. Se WV 9S BIE Sny S4anul Un MeGuire W.C. Sullivan - Tele. Room -_ 1/7) 7 Loe Fe We engi re io & ry ye Ll ihe 5 « COMDLa I again |; 14 OCT 7 1 rD-tetPey. 12-14-56);. ' ate 5 1 MAR 241968 *@ Chase <7 a + 4. | '! lt roa? ao; ) i - * - i a: ik 'st 1 oy. ol: == he i oa, 'a re wy y | de =a a; t SSL Nat Aa pert oy ae er Py ty Of dee In Reply, Please Refer to Detroit, Michigan File No. March 9, 1960 Re: Unidentified Flying Object; Joseph Perry, Grand Blanc, Michigan - Compl ainant Mr. Joseph Ierry, 3079 Edwards Street, Grand Blanc, Michigan, was contacted at his request by Agents of this office on ~arch 5, 1960. Hr. Perry advised that he operates a Pizza House at 3075 Edwards Street, Grand Blanc,"
28000	29000	"and that he has been a professional photographer for thirty years. He explained that he has a hobby of taking photographs of the moon through a home-made telescope. At about 1:00 a.m. on February 21, 1960, he took some photographs of the moon and after ~eve loping sa.me, he put them in his viewer and in one photograph he observed what appears to be a flying object somewhere between the end of his telescope and the surface of the moon. He said that when blown up, this object is flat on the bottom, is oval shaped, and appears to have a fluorescent glow around the entire object, and that it is apparently moving as it has a vapor trail running behind it. He has taken over one thousand pictures of the moon and has never soen anything resembling this object. Perry said that due to his thirty years ' experience in photogra,hy, he is sure that what appears on the picture is actually a flying object, and is not a malfunction of the camera, is not a blur on his telescope, and is not anything that appears on the photo because of the manner in which he deve loped the fi lm. Perry took about twenty pictures of the moon on February 21, 1960, and after developing them, he observed that most of the pictures were under -exposed, so ho just cut off the two that appeared to be properly exposed and destroyed the rest. He furnished both of those pictures to the FBI. Perry advised he took the pictures with a 35 mm Retna German Camera using Super Ansco Color Film, and he took these pictures through his home-made telescope which can go to 2,840 power. He estimates that at the time he took the picture showing the flying object, that his scope was set at between 350-400 power. This confirms information furnished to Special Agent Louis Woiwade, 25th OSI District, who also was advised that the information was being furnished for any action he deemed appropriate and no further action was contemplated by the Detroit Office of the FBI. nor conclusions of any kind. It is the property of the FBI, and is a loan to your agency; it and/or its contents are not to be distributed outside your agency. In Reply, Please Refer to roit, 1cblm.tll File No. fa:rr,h 9- 1960 R nld,~nt1f1e:lying Object; J'o!!cph ""cr·cy, ( rand Illonc, e {v.nn - Co~plGi nnt }~. Jon ph rry, 3079 dw~r tr ct, Grand Bl nc,.Mic l '!an, wa cont et d t his roqu~ot hy A~oi,.t::i of this o.ff':!tco on h 5, l 60. b-. Per ·~y a v1 d th t he op<,i: ates Pl7,;za Houne"
29000	30000	"at.307$ dwn.rds '""tro t, Grano. Blanc, o.n that he b tbe n a profcselon 1 photoern hor fC"">tt thirty y nrs. Be oxplo.1.n d tho.t h has a h()bby of tak1n boto r T.)h:9 of ti1e moon tht'Outh n h~ - a o t l oop. t nbeut l~OO n ebru.ry 21, 1960, h. took ~omboto-naphs of tho ~on rui nf r ov~lopine ua11c, be ut thom tn b t. v owor, ·nd.i.n on photograph be otrserv d 'What a re to be a flyi.ng object:ooiu,wh""'ro oetu n the o~a of his tola~cope nd 'tho a;;rf&co,r tho noon. lfo nid t;h&t whoo '1)1 wn up, tbl objoct in f lo.t on tbe bottom, 1.s oval hapc<l, nd ap~nar t hnvo a fluoro oopt ~lou around vbo ent1~ obj ot, nn~ th tit is npp~rent ly ov~ ae it b s vapor tr U. runn1nr; bo.1in,t. Ho::i t. kon ovor one tho and nictur s or t' moon and m:, n~ver z unyth1ng ro ombling thie r.>bjor-t. orry uo thlvty, ar 1:q,eri nee in photor;ra, th t wh t Q,pea1,s on tt, e t,1cture 1$ e.ctuuXl y n £ly! obj c~, nd 1s ~ot n alfunc 1on of tbo ca ra, ~snot n h1ur on hie telo copo, nd 1 Th~t a.nyth1llG that c.1;p ar.s on the photo b c use of the mrum r in -:m.1cb ho dov()lopo<l tho f11n. ''crry took a.bout tvrenty p1cturori of tho oon 'JQrt -cbru.nry 21, 1960, and ft ~ aov -loping thom, ho obse ved thnt 11lO, t or tho p t ctur G wol' Wl.dcr-oxpor.iod, oo ho j ot cut o£f tho two ti t. apponred to bo pr.op orly e:<:poac a...-rid d str.rJy-od th re t. He.furnish d both of tho o pictu1 ·os tn tlle FDI. err ctur s with a 3 5 r.un Retna n Ca Color Film, and he took these pie s m.ade t lescope w!\ich c n i that at th tim he to the fly ng object, ~at h1u ecope wuo set 50-400 po~er. o irms 'lj:nformat1on f'urni ehed to Special gent Lo o o wade, h OSI District, who also ·w a advised ht the informatio b 1ng furnished £or nny action he deemed appropriut o further act1on was contomRlated th D-t~oit Of£i e o th~ r Tbio doc ·r comm nd t1ono conclunions of any kind. prop$rty ot t - nd is a lo n to your age d/or i File No. awe t = E | * L fae § a Cee ee Perry advised he took the pictures with.a 35 mm Retna German Camera using Super Ansco. Color Fiim, and he took these pictures through his homeemade telescope which cén #6 to"
30000	31000	"2,840 power, He estimates that et the time he took the picture showing the fiying object, thet his sacpe wid Set at between 350-400 power. This confirms information furnished to Special Agent Lowis Woilwade, 25th O31. istrict, who 41660 was advised that the information was being furnished for any action he deemed appropriate and no further action was contemplated by the Detroit office of tad PGis This document conteins neither recommendations nor conclusions of any kind, It is the property of the FBI, and is'a lean te your agency; it and/or its contents are not to be distributed outsice your agency. Perry ndv1o d h pictur s withe )5 Retn German Com ra u i co Color Film, and ho took tho pictur s throu hio home-mnde toleacop which c n go to 2,840 pow-~. He stim t.en tb""t at tha timo ho took the p1ct~re s.howin,s the flying obj ct, tne.t his scopo u oe~ a ~ b tw en 3S0-400 power. This confirms in.for tion Curni h d to p cial Ag&nt Louia oiwade, 25th OSI Dietrict, who also wes advio d th· t the in.formation,w bing rurniahed for any.ction hd d appropriat nd ho £urtb r ction was contcmpl ted by th troi't Of.fie or th ~I. r docum nt con ns n ith r r comm ndationa nor ' u o oi fiy kind It iG the property of the, is loan to your nc r its contents not to be dio tsid c - ay uNtpENTIFLED FLYING | fOBJECT., ""JOSEPH ERRY, GRAND BLANC, seit vs = COMPLAINANT, FOLLOWING BEING SUBMITTED BUREAU IN VIEW OF ARTICLE- URGENT 3-9-60 4-31PM ALF TO DIRECTOR, FBI FROM sac DETROIT /65-2611/ 2P pe Patio bite Sa Le he APPEARING DETROIT TIMES TODAY, DATELINE GRAND BLANC, MICHIGAN, REFLECTING THE FBI FLINT RESIDENT AGENCY WAS FURNISHED SLIDES OF PHOTOGRAPHS TAKEN BY JOSEPH PERRY ALLEGEDLY SHOWING A SAUCER-LIKE OBJECT SILHOUETTED AGAINST THE MOON. ARTICLE INDICATES FBI IS INTERESTED IN THE PICTURE. JOSEPH PERRY, THREE NAUGHT SEVEN NINE EDWARDS STREET, GRAND BLANC, MICHIGAN, ON MARCH FOUR LAST TELEPHONICALLY CALLED THE FLINT RESIDENT AGENCY AND ADVISED ACENTS HE HAS BEEN A PROFESSIONAL PHOTOGRAPHER THE PAST THIRTY YEARS. HE HAS A HOBBY OF TAKING PHOTOGRAPHS OF THE MOON THROUGH A HOMEMADE TELESCOPE, AND AT ABOUT ONE AeMey FEBRUARY TWENTYONE LAST, TOOK PHOTOGRAPHS OF THE MOON, AND AFTER DEVELOPING SAME NOTED IN ONE WHAT APPEARED TO BE A FLYING OBJECT. CUSTOMERS OF HIS PIZZA PIE/ RESTAURANT SUGGESTED THE PHOTOGRAPH MAY REFLECT FLYING SAUCER. INFORMATION FURNISHED PRESS BY JOE PERRY REFERRED TO ABOVE. FLINT ) 03 LD FALGt END PAGE ONE -/f/ | eta oe et - nos) q3Aia934 nt yu oe he lL! S¢ uJe GO RESIDENT"
31000	32000	"AGENCY RECEIVED PRESS INQUIRY, AND ADVISED ONLY THAT PERRY HAD TURNED TWO SLIDES OVER TO THE FBI, AND THEY WERE BEING MADE AVAILABLE TO APPROPRIATE AUTHORITIES. DETROIT TIMES ADVISED TODAY FBI HAS NOT AND IS NOT CONDUCTING INVESTIGATION CONCERNING SLIDES INFORMATION TO THE AIR FORCE, SELFRIDGE FIELD, MICHIGAN, THIS MATERIAL WAS TURNED OVER OFFICE OF SPECIAL Jvesr TO TWENTYFIFTH IGATIONS Aik ForRCE BASE OSI"" DETACHMENT, SELFRIDCE AFB, FOR REFERRAL TO APPROPRIATE AIR FORCE OFFICIALS, AIRTEL WITH DETAILS FOLLOWS, WA 4-36 PM OK FBI WA MS TU DISCO FD-36 (Rev. 12-13-56) Se Me Date: 3/28. 60 AIL ST mT ae ag ttee rience with photographic you will ever see your bhe newspaper Foree hands can't UG 2] s slide is and asking assurance tne 15 MAR 29 19 QZAPKH AIRTE AIR MAIL rani re | my - + er \ FROM: SAC, Detroit (65-2677,) UNIDENTIFIED FLYING OBJECT; JOSEPH! pS Grand Blanc, Michigan - COMPLAINA PKA Ja LC | ReDetroit airtel dated 3/28/60. zs Enclosed herewith is one copy of the news article to in reairtel. This article appeared in the 'Flint Flint, Mich., Sunday, 3/27/60, and was written by WILHELM. A copy of the article is also a furnishec SL, Selfridge AFB, Mt. Saati Mien. No inguirles been received from the press or radio in addition to inquiries set forth in myairtel ie teletype of 3/9/60 nasmuch The abo do ge the formation of the Bureau and no further action is being contemplated by this Office i 8 eae SAE) force: has been furnished all facts in our 23 APR 1 1960 Approved: 62 Ai 5 gate Agent in Charge Grand Blane Man Makes Pleq to Ike Film of Flying §. غاء lying Saucer Up in Air The scene is a very good address on Penpswivania Ave, in 'Washington, D, C. The time is late last week. A balding gentleman of dis- * tinguished bearing picks up a 'letter, blinks a few'times in ob- _lvious astonishment and then,;pushes the button on his inter-,/com. ""Get hold of White (Gen. '| Thomas D., Air Force chief of staff) and Hoover (J. Edgar, FBI chief) and tell them | to give Joe Perry back his | flying saucer,"" he orders. if such a scene did not take place, it's 'not because a Grand iBlanc Township pizza merchant didn't write the letter. iHe did.' |: D\-= i y AE | It all started because Perry, joperator of Perry's Pizza Grill,.|3079 Edward St., likes to take.|pictures of the moon through ( | his big homemade telescope. Be- Wait cause he usually doesn't open - |until well after the sun is set,; ¢ t, [he does most of his celestal (L The IC be sight-seeing between pizzas."
32000	33000	"WAitd} fa ' A color shot he took about 1 lA, M, on a cold night last 'month caused him no. end of consternation. Looming against the full moon on the slide was a ""saucer-like"" object. Perry showed the slide to a number of his patrons. When they saw it projected on a screen he has built into the wall of his grill, he said, most of them agreed that it looked like S=teyutg saucer-, or what most folks think a flying saucer looks like. | Then he read a newspaper Joe Perry and His Telescope (Journal Photo) report that the Air Force am FBI office, which said interested in all reports of un-|the slide was sent to the Washidentified flying objects|ington office of the Air Force, which deals with, UFO's. (UFO's). So he gave it to the! When word got around that) Perry had t ide, things began to happen. Since then he's had at least 50 letters and calls about it. | One of the letters concerned | him greatly. It was from the|, National Investigation Com-| mittée on Aerial Phenomena. | The committee had noticed an|: article about Perry's find in a}. Detroit paper. ""From past experience with photographic evidence,"" the letter continued, ""we consider it unlikely that you will ever see your picture |. again."" The letter. said NICAP wanted the picture made public, All Perry knew about the whereabouts of the picture was |that it was in Air Force hands. |' The FBI would only say that). it was in ""proper hands,' Per-|' ry said. So last week. Perry wrote to the President telling him he can't find out where his slide is and asking assurance that he will get it back, ""The only way I'll be satis: | fied if I don't get it back is if] the Government tells me it's top secret,"" said Perry later. | He has had offers for the) slide from groups that indicate) they would go into court to gain possession of it from the!lin Government. =. For those who Want to buy it, Perry has a stock answer, [It's not for sale."" é | trying to fake | ed by blue ture of one to sh seriously, however. ||others who Mightesme y »/4 picture of an uwunide 'flying object, he said: Perry, whose hobby is ex. pensive, admits that some financial Sain wouldn't be a bad idea he declared ""if I get it back, it's for eyerybody."" He said he was in. | formed 2 national magazine wants to use it, ed is confident that his ide shows some sort of space vehicle. ib He bristled with indignation | when asked if anyone had sug-! |gested that"
